text,label
លទ្ធភាព បង់ ថ្លៃ សិក្សា សហគ្រិន វ័យ ក្មេង ប្រកបដោយ ការប្រឹងប្រែង ខ្ពស់ នា បច្ចុប្បន្ន បុគ្គលិក ក្រុមហ៊ុន ឯកជន អង្គការ ក្រៅ រដ្ឋាភិបាល មន្ត្រីរាជការ,positive
បើសិនជា ភាពស្រស់ស្អាត ធ្វើអោយ មនុស្ស រីករាយ រហូត ប្រហែលជា មនុស្ស មុខមាត់ ស្អាត សម្លាប់ ទេ,positive
ជីវិត ខ្ញុំ កា ខ្លាំង អ្នកមើលថែ យល់ អារម្មណ៍,negative
ជាដៃគូ វិស័យ សារធារណៈ ឯកជន ជា យុទ្ធសាស្ត រ ផ្សេង ប្រើប្រាស់ ប្រហាក់ប្រហែល ប្រទេស កម្ពុជា ឈានដល់ ការប្រើប្រាស់ ធនធាន តម្រូវការ ហេដ្ឋារចនាសម្ព័ន្ធ នានា,neutral
ជា កិច្ចការ អង្គការ មិន គិត ប្រាក់ ចំណេញ khmer architecture tours ka-tours បង្កើត ឆ្នាំ ២០០៣ និស្សិត ស្ថាបត្យកម្ម ខ្មែរ បរទេស លើកកម្ពស់ ការយល់ដឹង សំណង់ អគារ ឆ្នាំ ១៩៥៣ ជា វេលា ប្រទេស កម្ពុជា ទទួលបាន ឯករាជ្យ,positive
ក្មេង ជំទង់ អាយុ ១២ ១៨ ឆ្នាំ នាំមុខ មិន កាតព្វកិច្ច សុខភាព ការទទួល ការចាក់ វ៉ាក់សាំង បង្ការ ប្រឆាំង កូវីដ - ១៩ វីរុស បំលែង,negative
អាគាត់ ហ្នឹង ទើស ក្រៅ ប្រទេស ណឹង ឃើញ ល្បី មិន បាន តោង ល្បី,negative
ងាក និយាយ ស្ថានភាព កញ្ញា សេង ធារី ពន្ធនាគារ តំបន់ ដាច់ស្រយាល ខេត្ត ព្រះវិហារ ម្តង,neutral
ការសិក្សា ទស្សនា វត្តី វេជ្ជសាស្រត ផ្នែក អាហារូបត្ថម្ភ អាមេរិកាំង បាន បង្ហាញ មនុស្ស បរិភោគ អាហារ ជា មធ្យម ៣០០ កាឡូរី ថ្ងៃ ទន្ទឹមនឹង ទទួលទាន ដំណេក លក់ ស្រួល,neutral
រឿង គ្រួសារ ស្នេហា ភាពផ្អែមល្ហែម យល់ ចិត្ត ល្អូកល្អិន ដូច ស្រមោច ស្ករ,positive
ត្រូវតែ បង្ខំ ឯង ត ទល់ ជាមួយនឹង ឧបសគ្គ ចាញ់ ហ៊ាន បែប ស្មារតី ភាពក្លាហាន កាន់តែ រឹងមាំ,positive
ខ្ញុំ មិន ចាំបាច់ ពូកែ ទេ គ្រាន់តែ ការងារ ខ្ញុំ ពូកែ ការប្រលង ធ្លាក់ ជាប់ បាន និទ្ទេស ខ្ពស់ ជា ការកាត់សេចក្តី សមត្ថភាព មនុស្ស ទេ,positive
សុខ គា ថ្លែង ថា៖ « សុវត្ថិភាព ច្រើន មើល ស្រុក ផ្លូវ ល្បឿន លឿន ជា មោទកភាព ផ្លូវ ហ្នឹង »,positive
ការជួយ ជន ចាស់ជរា អង្គការ ផ្តល់ ជា កញ្ចប់ អាហារ មិន លទ្ធភាព ចិញ្ចឹម បីបាច់ ដៃ ជើង ទេ,negative
ន័យ ឃុំ ធំ បង្កើត អនុវិទ្យាល័យ ២ កាត់បន្ថយ ការធ្វើដំណើ សិស្ស,positive
សម្តេច តេជោ ហ៊ុន សែន បាន ដាស់តឿន ក្រុម ប្រឆាំង មេដឹកនាំ ទន់ខ្សោយ បាន បង្កើត កំហុស ធំ ៗ ទាំងនោះ សក្តិសម ជា មេដឹកនាំ យុទ្ធសាស្តរ បក្ស នយោបាយ ទេ,positive
ក្រសួង អប់រំ ណែនាំ អង្គភាព ចំណុះ ក្រសួង មន្ទីរ អប់រំ រាជធានី - ខេត្ត គ្រឹះស្ថាន សិក្សា រដ្ឋ ឯកជន ផ្សព្វផ្សាយ ផល ប៉ះពាល់ ធ្ងន់ធ្ងរ ការប្រើប្រាស់ បារី អេឡិចត្រូនិច បុគ្គលិក អប់រំ អ្នកសិក្សា ព្រមទាំង ដាច់ខាត ការប្រើប្រាស់ ការចែកចាយ ការជួញដូរ ការផ្សព្វផ្សាយ ពាណិជ្ជកម្ម រូបភាព បរិវេណ គ្រឹះស្ថាន សិក្សា,positive
ជនរងគ្រោះ ឧបទ្ទវហេតុ ធ្លាក់ led ទទួលបាន សំណង ៥លាន ដុល្លារ,negative
ឯកឧត្តម បាន ស្នើ បងប្អូន ប្រជាពលរដ្ឋ រាយការណ៍ អាជ្ញាធរដែនដី សមត្ថកិច្ច ជាន់ ថ្នាក់ វិធានការបាន ពេលវេលា ផងដែរ,neutral
ខ្ញុំ ចាប់ផ្តើម ពាក់ អាវ ពួកគាត់ ប្រាប់ វីដេអូ បណ្តាញ សង្គម ត្រូវតែ ស្អាត ខោអាវ ត្រូវតែ ពាក់ដូរ ម៉ូត រហូត ពាក់ អាវ ចឹង ធុញ មិន មើល វីដេអូ ទេ,negative
ស្រូវ ខេត្ត បាត់ដំបង ទីផ្សារ កាន់តែ ខ្លាំង កិច្ចសហការ សហគមន៍ កសិកម្ម រោង ម៉ាស៊ីន កិន ស្រូវ,positive
ក្រទៅ ក្រទៅ ពួកគាត់ ពិតជា មិន ផ្លាស់ប្តូរ ភ្នំពេញ បាន ចាប់ផ្តើម បង់ រំលស់ ផ្ទះ ភ្នំពេញ ថែម,negative
កាយវិការ ឯកឧត្តម ក ឧកញ៉ា កជំទាវ មិត្ត ភក្តិ ខ្ញុំ ការចូលរួមចំណែក អភិវឌ្ឍន៍ អក្សរសាស្ត្រ អក្សរ សិល្បិ៍ ខ្មែរ លើកទឹកចិត្ត ការតែង និពន្ធ ជំរុញ ប្រជាពលរដ្ឋ ទូទៅ ស្វែងយល់ ទិដ្ឋភាព សង្គម ផ្សេង ៗ តាមរយៈ កម្រង ប្រលោមលោក រឿង “ ផ្កា រីក រដូវ ”,positive
ការអង្កេត បង្ហាញ ៨០ ភាគរយ ក្រុមហ៊ុន ជប៉ុន ស្នាក់ការ ធំ ៗ វត្តមាន កម្ពុជា គ្រោង វិនិយោគ ឆ្នាំ ឆ្នាំ,neutral
សម្លឹង ផ្កា ទង ប្រើ កែវភ្នែក ពិតជា មើលឃើញ ផ្កា រោយ មិន រីក បាន,negative
ប៉ុន្តែ អណ្តាត ភ្លើង ឆេះ ខ្លាំង ៗ ឆេះ រាលដាល រថយន្ត ម៉ាក corola ២គ្រឿង ចត ទុកចោល ផ្ទះ,negative
ឱកាស ប្រហែលជា ធ្លាប់ បាន ឮ ពាក្យ ទាំងនោះ មិន ស្រួល,positive
ឯកឧត្តម បាន ស្នើ រដ្ឋាភិបាល ចិន បង្វែរ គម្រោង ថវិកា ឆ្នាំ ២០២៣ ប្រើប្រាស់ សាងសង់ ហេដ្ឋារចនាសម្ព័ន្ធ ដទៃ សាងសង់ កំណាត់ ផ្លូវ ជំនួស ភាពចាំបាច់ ការប្រើប្រាស់,positive
រឿង ប្រធាន មជ្ឈមណ្ឌល ប្រជាពលរដ្ឋ អភិវឌ្ឍន៍ សន្តិភាព យង់ គឹម អេង យល់ឃើញ សោកស្តាយ ទង្វើ ជនជាតិ នីហ្សេរីយ៉ា រត់ គេច ថៃ ចូលមក កម្ពុជា,negative
នាម ជា ប្រទេស សេដ្ឋកិច្ច រីកចម្រើន ឆាប់រហ័ស ទ្វីប អាស៊ី ប្រទេស កម្ពុជា បាន ធ្វើឱ្យ ការបោះជំហាន មុន វិស័យ អភិវឌ្ឍន៍ សង្គម ផ្សេង ៗ ការកាត់បន្ថយ ភាពក្រីក្រ ការទទួលបាន សេវា ថែទាំ សុខភាព ការអប់រំ,positive
កង់ ឡាន មិន ដំណើរការ,negative
ការលើកឡើង ឈ្មោះ ផ្លែ ម្រះ ផ្លែ ឈើ ជំពូក បន្លែ ប្រភេទ ល្វីង ផែនដី ប៉ុន្តែ ផ្តល់ អត្ថប្រយោជន៍ សុខភាព ម៉ាត់ ការទំពារ,positive
រដ្ឋបាល ខេត្ត ក្រចេះ បាន ឱ្យដឹង ក្រុង - ស្រុក ទាំង៥ ក្រុង - ស្រុក ៤រង ផល ប៉ះពាល់ គ្រោះ ទឹក ជំនន់ មាន៖ ស្រុក សម្បូរ ស្រុក ឆ្លួង ស្រុក ចិត្រ បុរី ទទួលរង ផល ប៉ះពាល់ ៣១ ភាគរយ ក្រុង ក្រចេះ ទទួលរង ផល ប៉ះពាល់ ៣៤ ភាគរយ ប្រជាពលរដ្ឋ រងគ្រោះ ២ពាន់ ១៨៨៦ គ្រួសារ ស្មើនឹង ៦០៨៨ នាក់ ខូចខាត់ ផ្ទះសម្បែង ប្រជាពលរដ្ឋ ១១៩៨ ខ្នង លិច លង់ ដំណាំ ស្រូវ ដំណាំ រួមផ្សំ ១៩៧៤ ហិកតា ខូចខាត ហេដ្ឋារចនាសម្ព័ន្ធ មាន៖ សាលារៀន ៦កន្លែង វត្ត អារាម ២កន្លែង ខូចខាត ផ្លូវ គ្រួស ក្រហម ៥៣៣៨១ ម៉ែត្រ ជន់ លិច ទំនប់ ប្រវែង ១៩៨០០ ម៉ែត្រ,negative
ផ្សេង ធុញទ្រាន់ និយាយ ជាមួយ មិត្តភក្តិ គូរ សៀវភៅ កត់ត្រា គ្រាន់តែ វង្វេង ជាមួយនឹង គំនិត,negative
ការធ្វើ ការណែនាំ អ្នកបន្ថយ ហានិភ័យ ការវិវត្ត ទៅជា ជំងឺ មហារីក ពោះវៀន ស្នាក់ការធំ - រន្ធ គូថ បាន,positive
ត្រូវការ ពេលវេលា,neutral
គួរ បញ្ជាក់ វិស័យ ទេសចរណ៍ កម្ពុជា បាន បោះជំហាន ងើប ឡើងវិញ គួរឱ្យ កត់សម្គាល់ នា ខែ,positive
ក្រសួង សុខាភិបាល ឲ្យដឹង ប្រជាពលរដ្ឋ ទទួលបាន សេវា ព្យាបាល ជំងឺ គ្រុនចាញ់ គិត ថ្លៃ ជា ផ្នែក គោល នយោបាយ ជាតិ លុបបំបាត់ ជំងឺ គ្រុនចាញ់ កម្ពុជា ឲ្យ មុន ឆ្នាំ ២០២៥,positive
យ៉ាងណាមិញ តៃវ៉ាន់ ច្រានចោល ការអះអាង ចិន បាន អះអាង ប្រជាជន តៃវ៉ាន់ ប៉ុណ្ណោះ សម្រេច អនាគត បាន ៕,positive
ការប្រមើល មើល ខ្ញុំ កម្ពុជា ហាក់ដូចជា បាន រៀប សំណាញ់ ក្រឡា ល្អិត ជាន់ កិច្ចការ ទូត ជាមួយ ភូមា នាយក រដ្ឋមន្រ្តី ឧបនា រយក រដ្ឋមន្រ្តី ជា រដ្ឋមន្រតី ការបរទេស ទេសរដ្ឋមន្រ្តី មិន គិត ពីក្រោយ ឆាក រីឯ កាលបរិច្ឆេទ ហេតុ សម្តេច នាយក រដ្ឋមន្រតី ហ៊ុន សែន រើស ថ្ងៃ៧ មករា ជា ថ្ងៃ ចេញដំណើរ ដោយសារ អត្ថបទ ព័ត៌មាន បរទេស បាន ដាក់ ចំណងជើង « កម្ពុជា៖ ជា អ្នកនាំឱ្យ ខូច ប្រយោជន៍ អាស៊ាន ជា អ្នកសង្រ គោះ អាស៊ាន »,positive
ប្រសិនបើ ជួប បញ្ហា ចែករំលែក បញ្ហា រក ដំណោះស្រាយ,positive
ករណី ភាគ ច្រើន ក្រុម អ្នកសាងសង់ មិន បច្ចេកវិទ្យា ទំនើប ផ្លូវថ្នល់ ជាញឹកញាប់ សាងសង់ ក្រុម កម្មករ មិន វិជ្ជាជីវៈ ខ្វះ ការត្រួតពិនិត្យ ណែនាំ,negative
ប្រធានាធិបតី អ៊ុយក្រែន វូឡូឌីមៀ ហ្សេឡេន ស្គី volodymyr zelenskyy ថ្លែង សុន្ទរកថា កិច្ចប្រជុំ តាមរយៈ តំណ ភ្ជាប់ វីដេអូ បាន ជំរុញ មេដឹកនាំ បង្វែរ សហគមន៍ នយោបាយ ទៅជា « សហគមន៍ អឺរ៉ុប សន្តិភាព »,neutral
ជា មិន ញ៉ាំ ញឹកញ៉ាប់,positive
សហរដ្ឋ អាម៉េរិក កូរ៉េ ខាងត្បូង ថ្ងៃសុក្រ ១៦ ខែកញ្ញា បាន ថ្កោលទោស គោល លទ្ធិ នុយក្លេអ៊ែរ កូរ៉េ ខាងជើង បាន បង្ហាញ ខែ ជា ការកើនឡើង ការគំរាមកំហែង អស្ថិរភាព ក្រុង វ៉ាស៊ីនតោន បាន ប្តេជ្ញា បន្ត ដាក់ពង្រាយ អនុវត្ត ជា យុទ្ធសាស្ត្រ រារាំង ឆ្លើយតប ទីក្រុង ព្យុងយ៉ាង,negative
ខ្ញុំ ខ្ញុំ មិន វត្ត ទេ,negative
ក្រុមហ៊ុន ផលិត បារី អេឡិចត្រូនិក អនុញ្ញាតឱ្យ ប្រើ ១០១ ប្រភេទ សារធាតុ អនុម័ត ផលិតផល ប្រទេស ចិន ផ្លាស់ទី កំណត់ ផល ប៉ះពាល់ សុខភាព អ្នកប្រើប្រាស់,positive
ជា ឯកឧត្តម បណ្ឌិត បាន រំលឹក ក្មួយ ៗ គោរព ច្បាប់ ចរាចរណ៍ ចៀស គ្រឿងញៀន ល្បែងស៊ីសង បន្ត អនុវត្ត វិធានការ ៣កុំ ៣ការពារ ឲ្យបាន ខ្ជាប់ខ្ជួន ៕,positive
ញញឹម ប្រាប់ ខ្ញុំ បន្ត ក្មេង កើត ការគិត ឯង តែងតែ ចំណុច ពិសេស ឯង,positive
ភ្នំពេញ៖ គ្រូបង្រៀន បេះដូង កំណែទម្រង់ វិស័យ អប់រំ ការអភិវឌ្ឍ,positive
ទប់ បញ្ហា ថ្ងៃ ខ្ញុំ ឃើញ បាន ប្រើ ល្បិច ដ៏ ចាស់ គំរឹល ៗ ធ្លាប់ ប្រើ ជា យូរ មកហើយ នយោបាយ លាប ពណ៌ ហ៊ាន ទទួលយក ការលើកលែង ទោស មនុស្ស ក្បត់ បក្ស ជា អ្នកលក់ ក្បាល ឲ្យ នាយក រដ្ឋមន្ត្រី ហ៊ុន សែន,negative
ដំណាក់កាល ផែនការពង្រីក សេវា ដណ្តប់ ទីផ្សារ ក្រៅ ប្រទេស ថៃ ផ្តោត កម្ពុជា,positive
មិន គ្រាន់តែ ដឹង ចង់បាន បាន ដូច ចិត្ត ទេ ដរាបណា មិន បាន ឲ្យ ស័ក្តិសម ចង់បាន ទេ ថ្ងៃ ទទួលបាន,negative
ស្តេក ផ្អែម ឆ្ងាញ់,positive
ឯកឧត្តម បាន បញ្ជាក់ លទ្ធផល ការប្រមូល ពន្ធ ឆ្នាំ ២០២២ ទទួលបាន តួលេខ ប្រសើរ ធៀប ឆ្នាំ ២០២០ ឆ្នាំ ២០២១,positive
ប្រឈមមុខ បញ្ហា ជាច្រើន ទាមទារ ការខិតខំ ប្រឹងប្រែង រួមគ្នា ការប្តេជ្ញាចិត្ត ពាក់ព័ន្ធ វិស័យ អប់រំ យកចិត្តទុកដាក់ សុខ មាលភាព សិស្សានុសិស្ស បាន ខ្ពស់ ជាង ៗ ៕,positive
បន្ត រដ្ឋាភិបាល បាន ព្យាយាម រឿង ផ្សេង ៗ មុខមាត់ ប្រទេសជាតិ ជា រឿង លំបាក មិន ងាយស្រួល ដូច ការនិយាយ ឡើយ៖ ជូន ប្រមុខរដ្ឋ ប្រធានាធិបតី មិន មិន នាឡិកា ២០ ដុល្លារ ៣០ ដុល្លារ,negative
រឿង គ្រួសារ ស្នេហា បញ្ហា មិន ចេះ ចប់ មិន ចេះ មិន ចេះ ខាំ មាត់ សង្កត់ចិត្ត ទេ អាចនឹង ប្រេះស្រាំ ទៀតផង,negative
នាយក ប្រតិបត្តិ ក្រុមហ៊ុន ហេង ហ៊ីបាវិត ចេន អាល់ឡែន chen al len ជា នាយក សណ្ឋាគារ kb ជា ទីតាំង ប្រតិបត្តិការ ឆបោក ធ្លាប់ ជា កម្មសិទ្ធិ ប្រធាន ក្លឹប បាល់ទាត់ ភ្នំពេញ ក្រោន រិទ្ធី សំណាង,negative
កុំ ធ្វើជា មនុស្ស វៀច វេរ ជា ឆ្លាត ជ្រុល ធ្វើឱ្យ បញ្ហា,negative
សោកនាដកម្ម ដ៏ គួរឱ្យ រន្ធត់ ឧត្តមសេនីយ៍ ប្រាយុទ្ធ បាន បញ្ជា ការស៊ើបអង្កេត ឆាប់រហ័ស,positive
ភស្តុតាង បាន បង្ហាញ បាតុកម្ម រយៈពេល ១៣ ថ្ងៃ កម្លង ជន សកម្ម សមាជិក សហជីព ដឹកនាំ ឈ្មោះ ឈឹម ស៊ី ថរ បាន ដើរ សម្លុត បាតុករ ផ្សេង មិន ទទួលយក ដំណោះស្រាយ ស្រប ច្បាប់ មិន ប៉ុណ្ណោះ បាន រៀបចំ ផែនការ ផ្សេង ៗ បន្ត បាតុកម្ម,negative
កាលពី ខែសីហា ចិន បាន ផ្អាក កិច្ចសហប្រតិបត្តិការ ជាមួយ សហរដ្ឋ អាម៉េរិក វិស័យ កិច្ចសន្ទនា មេបញ្ជាការ យោធា ជាន់ ខ្ពស់ ជា ការសងសឹក ដំណើរទស្សនកិច្ច លោកស្រី ផេឡូស៊ី ទៅកាន់ កោះ តៃវ៉ាន់,negative
ចាប់ផ្តើម ជាមួយ ចាប់ផ្តើម ថ្ងៃ ជាមួយ អាហារ ពេលព្រឹក ដ៏ ត្រឹមត្រូវ,positive
មនុស្ស អស្ចារ្យ ដើរ និយាយ អ្នកដទៃ អន់ ជាង ទេ,positive
សេចក្តីជូនដំណឹង នាយកដ្ឋាន គាំពារ អភិរក្ស សំណង់ បុរាណ ក្រសួង វប្បធម៌ វិចិត្រ សិល្បៈ,neutral
អាស៊ូរីន បាន អ្នកទោស បាន រត់ បន្ទប់ លោកស្រី ឌឺលី ម៉ា បាន ចាប់ លោកស្រី ធ្វើជា ចំណាប់ខ្មាំង ខ្លី ប៉ុន្តែ អ្នកទោស រូប បាញ់ សម្លាប់ កង កុម្ម៉ង់ ដូ ប៉ូលីស ផងដែរ,negative
អំឡុង ឆ្នាំ ២០០៧ អ្នកស្រី ណែនាំ ចូល ជា សមាជិក អង្គការ ជនរងគ្រោះ ទឹក អាស៊ីត អង្គការ បាន អ្នកស្រី បង្ហាត់ បង្រៀន ចាក់ មួក អង្គការ រយៈពេល ៦ ខែ ជន ពិការ ទឹក អាស៊ីត,positive
ដាំ ដើមឈើ ត្រូវការ ការលះបង់ សង្កេត យកចិត្តទុកដាក់ សិក្សា “ យល់ ” “ ដឹង ” ដើមឈើ ដាំ ស៊ីជម្រៅ ដាំ ចិញ្ចឹម បាន ត្រឹមត្រូវ,positive
ការនាំចេញ ដាក់ ប្រទេស ហានិភ័យ បញ្ហា ដោយសារ វិបត្តិ កើតឡើង ឧស្សាហកម្ម ការផ្លាស់ប្តូរ កិច្ចព្រមព្រៀង អនុគ្រោះ ពាណិជ្ជកម្ម ជាប់ទាក់ទង ស្តង់ដារ សិទ្ធិ មនុស្ស ប្រជាធិបតេយ្យ ៕,negative
អ្នកឃ្លាំមើល សវនាការរិះគន់ សាក្សី ជា អ្នកនាំពាក្យ កាន់អំណាច ធ្លាប់ ទំនាស់ ផលប្រយោជន៍ បុគ្គល ទំនាស់ នយោបាយ មិន ជឿជាក់ សាក្សី ផ្តល់ ចម្លើយ ពិត បាន,negative
* មេបា ផ្កាប់ មុខ៖ កើតឡើង ដោយសារ ប្រពន្ធ ផិត ប្តី សហាយ,negative
កាយវិការ តូចតាច ការសរសេរ កំណត់ ចំណាំ ប្រអប់ អាហារ ថ្ងៃត្រង់ ចែករំលែក រឿងរ៉ាវ ខ្លួនអ្នក ជាមួយ ពង្រឹង ទំនាក់ទំនង បង្ហាញ កូន ស្រឡាញ់ ប៉ុន ជារៀងរាល់ ថ្ងៃ,positive
សូម រំឭក រុស្ស៊ី បាន ដណ្តើមយក តំបន់ គ្រី មៀ អ៊ុយក្រែន ឆ្នាំ ២០១៤ ស្ពាន ប្រវែង ១៩ គីឡូម៉ែត្រ តភ្ជាប់ តំបន់ ទៅនឹង បណ្តាញ ដឹកជញ្ជូន ទីក្រុង មូស្គូ បាន បើក ដំណើរការ ៤ ឆ្នាំ ពូទីន,positive
កុមារ បាន ជាប់ចិត្ត លេង ជាមួយនឹង ឧបករណ៍ កម្សាន្ត ផ្សេង ៗ អំឡុង ព្រឹត្តិការណ៍ ថ្ងៃអាទិត្យ ជា ថ្ងៃ ព្រឹត្តិការណ៍ ពិសេស រយៈពេល ថ្ងៃ នៅឯ ផ្សារ ទំនើប អ៊ីអន ម៉ល ព្រឹត្តិការណ៍ បន្ត ថ្ងៃ សប្តាហ៍ ថ្ងៃទី ១៤ ទី១៥ ថ្ងៃទី ២៨ ២៩ ខែមីនា ឆ្នាំ ២០១៥,positive
ខ្ញុំ សូម កោតសរសើរ ខ្លាំង វិធានការឆ្លើយតប ភ្លាម ៗ ទទួលបាន ជោគជ័យ ការទប់ស្កាត់ ការរីករាលដាល ជំងឺ កូវីដ១៩ កន្លងមក ប្រទេស ព្រមទាំង បាន រួមចំណែក ធំធេង ប្រយុទ្ធ ប្រឆាំង ជំងឺ កូវីដ១៩ ជា សកល,positive
គោល គំនិត វីដេអូ បង្ហាញ ឃើញ គុណវិបត្តិ ការលោភលន់ ខ្វះ ការត្រិះរិះ ពិចារណា ម បាន ល្អិតល្អន់ សម្រេចចិត្ត អារម្មណ៍ ឆាវ មិន បាន គិត ផល វិជ្ជមាន អវិជ្ជមាន,positive
ចេតនា បាន សកម្មភាព ខ្វល់ខ្វាយ ចាត់ចែង ខ្នះ ខ្នែង តាំងចិត្ត ជ្រះថ្លា ជានិច្ច,positive
ហេតុ ការកំណត់ គោលដៅ ឲ្យ យប់ ភាពជោគជ័យ ពេលព្រឹក,positive
អាជ្ញាធរ មូលដ្ឋាន បាន ជម្លៀស ប្រជាពលរដ្ឋ ១០១ គ្រួសារ រក ទួល សុវត្ថិភាព ជម្លៀស សត្វ គោ - ក្របី ៣២៨ ក្បាល បាន ចែក គ្រឿង ឧបភោគ បរិភោគ ផងដែរ,positive
តុលាការ tagansky ទីក្រុង មូស្គូ បាន ពិន័យ ក្រុមហ៊ុន យក្ស google ជា ទឹកប្រាក់ 366 លាន ដុល្លារ ការខកខាន ការលុប ព័ត៌មាន បំភាន់ misleading information ហាមឃាត់ ច្បាប់ រុស្ស៊ី,negative
ការរៀន ការបង្រៀន ប្រើ ឧបករណ៍ បច្ចេកវិទ្យា ព័ត៌មាន ផ្សព្វផ្សាយ គោលបំណង ឲ្យ ប្រទេស ជិតខាង,neutral
មនុស្ស ចរិត ខ្ជិលច្រអូស ច្រើន អាកប្បកិរិយា មិន គិត ផលវិបាក,negative
ប្រសិនបើ ជ្រុល ប៉ះពាល់ សូម កុំ ដៃ ប៉ះពាល់ សរីរាង្គ ដងខ្លួន លាង សម្អាត ជាមួយ សាប៊ូ អាល់កុល ភ្លាម ៗ,positive
ការប្រារព្ធ ទិវា ថ្ងៃទី ៤មិថុនា បាន ធ្វើឡើង វត្ត ពោធិយា រាម វត្ត ចាស់ រាជធានី ភ្នំពេញ ការចូលរួម ជា ព្រះរាជ អធិបតីភាព សម្តេច ស៊ីសុវត្ថិពង្ស នារី មុនី ពង្ស ព្រះរាជ តំណាង ដ៏ ខ្ពង់ខ្ពស់ ព្រះមហាក្សត្រ តំណាងរាស្ត្រ គណបក្ស សង្គ្រោះ ជាតិ អង្គការ សមាគម ខ្មែរ កម្ពុជា យុវជន ប្រជាពលរដ្ឋ ការរាប់ បាត្រ ព្រះសង្ឃ ១៩៤៩ អង្គ ផងដែរ,neutral
ចំណាយ ជាមួយ ឯង ផ្សាភ្ជាប់ ឯង ជាមួយ ធម្មជាតិ កន្លែង ខ្យល់ បរិសុទ្ធ ស្តាប់ សំលេង សត្វ យំ សំលឹង មើល ដើមឈើ រុក្ខជាតិ បៃតង,positive
បញ្ជាក់ ទីផ្សារ ស្រុក មិន ជា បញ្ហា ទេ បច្ចុប្បន្ន ផលិតផល ការវេច ខ្ចប់ ត្រឹមត្រូវ ពលរដ្ឋ ខ្មែរ គាំទ្រ ផលិតផល កសិកម្ម ស្រុក ៕,positive
មួយវិញទៀត ដើម្បីឱ្យ កុមារា ហ៊ាន និយាយ ចេញមក ក្រៅ ទាមទារ ការចូលរួម សហគមន៍ ផ្តល់ សេវា ផ្តោត ការយកចិត្តទុកដាក់ ទទួលស្គាល់ កុមារ ជា ជន រំលោភបំពាន ផងដែរ,positive
ប្រធានាធិបតី រុស្ស៊ី វ្ល៉ាឌីមៀ ពូទីន បាន ចោទប្រកាន់ អ៊ុយក្រែន បទ រៀបចំ ការបំផ្ទុះ ស្ពាន តភ្ជាប់ រុស្ស៊ី តំបន់ គ្រី មៀ ជា ទង្វើ បាន ពណ៌នា ជា អំពើ ភេរវកម្ម,negative
ការជ្រើសរើស ប្រើ ខ្នើយ ឲ្យ ឲ្យ អារម្មណ៍ កាន់តែ ស្រួល ដាក់ គេង កើយ ស្រួល ករ ក្បាល ស្មា ឆ្អឹង កង ខ្នង,positive
ប្រធានាធិបតី បារាំង អេម៉ានុយ អែល ម៉ាក្រុង បាន សរសេរ សារ ទ្វីត សំដែង រន្ធត់ ឧបមា បាន លឺ ការវាយប្រហារ ដ៏ គួរឲ្យ ស្អប់ខ្ពើម នាយក រដ្ឋមន្រតី ជប៉ុន,negative
ព្រះគោ បាន ហោះ ព្រៃ ដ៏ ជ្រៅ ភូមិ ស្រុក នានា រស់ នាក់ បងប្អូន ក្បែរ ស្រះ ទឹក,positive
សេដ្ឋកិច្ច ពិភពលោក ស្ថិត ការធ្លាក់ចុះ ខ្លាំង វិបត្តិ សេដ្ឋកិច្ច ពិភពលោក កាលពី ឆ្នាំ ១៩៧០,negative
ចម្លើយ បញ្ហា លក្ខណៈ សាមញ្ញ ផឹក ទឹក ឲ្យបាន ច្រើន - មនុស្ស យល់ឃើញ ទទួលទាន ភេសជ្ជៈ រួច ទិញ ភេសជ្ជៈ ជាតិ ស្ករ កាហ្វេ ដ៏ ច្រើន បញ្ហា អាចនឹង បង្កឲ្យ គ្រោះថ្នាក់ កាន់តែ ធ្ងន់ធ្ងរ បណ្តាលឲ្យ ជាតិ ស្ករ សសៃ ឈាម កើន ខ្លាំង ប្រសិនបើ ទទួលទាន ច្រើន,negative
ខ្ញុំ កាន់តែ ស្គាល់ ពាក្យ អំណត់ ន័យ,positive
ការប្រកាស ទទួលបាន ការសរសើរ វិស័យ ឯកជន,positive
ថ្លែង ប្រាប់ sbm news សារ អេឡិចត្រូនិក តេឡេក្រាម ៗ ប្រដាល់ ខ្មែរ បាន ជាប់ ជា កីឡាករ ជម្រើសជាតិ វៀតណាម រូប បាន ឱ្យដឹង រូប ត្រៀម ចិត្ត ត្រៀម កាយ រួច ឈ្មោះ ប្រកួត កម្ពុជា ម្តង ទទួលបាន បទពិសោធ ៗ ការអភិវឌ្ឍ ក្បាច់គុន,positive
មនុស្ស ជាច្រើន វប្បធម៌ ប្រជាប្រិយ បាន ឆ្លង ជំនាន់ ជំនាន់ តាមរយៈ រឿងរ៉ាវ ប្រាប់ យប់ ត្រជាក់ ជើង ភ្លើង,positive
ពីមុខ ព្រះវិហារ រាង ប្រាសាទ បាក់បែក គង់ ជា ប្រាង្គ តូច ជាមួយ គំនរ ថ្ម ធ្លាក់ ប្រគីង ប្រគង រុះ រាយ,negative
ប្រហែលជា បាន រយៈពេល ខ្លី,neutral
សៀវភៅ មេរៀន មិន ទាក់ទាញ ការអាន សិស្ស ទេ,negative
ខ្ញុំ លាង ចាន,neutral
